bootstrap_estimate
-0.25048979
-0.21765732
-0.21708503
-0.20639833
-0.20120409
-0.17617218
-0.17477205
-0.17401823
-0.17296780
-0.16908942
-0.16908942
-0.16908942
-0.16826747
-0.16626149
-0.16543954
-0.16543954
-0.16461758
-0.16461758
-0.16263762
-0.15898774
-0.15335789
-0.15206694
-0.15206694
-0.15077599
-0.14862431
-0.14204866
-0.14204866
-0.14204866
-0.14204866
-0.13989698
-0.13989698
-0.13989698
-0.13853193
-0.13508930
-0.13332134
-0.13332134
-0.13332134
-0.13332134
-0.13270469
-0.13270469
-0.13208804
-0.13208804
-0.13208804
-0.12789700
-0.12789700
-0.12783575
-0.12721910
-0.12302807
-0.12302807
-0.12302807
-0.12302807
-0.12235017
-0.12235017
-0.12235017
-0.12235017
-0.12230125
-0.12162335
-0.12162335
-0.12162335
-0.12162335
-0.12089654
-0.12089654
-0.12089654
-0.12089654
-0.11983487
-0.11983487
-0.11910805
-0.11910805
-0.11731956
-0.11731956
-0.11731956
-0.11731956
-0.11731956
-0.11731956
-0.11731956
-0.11622777
-0.11622777
-0.11622777
-0.11513599
-0.11172204
-0.11172204
-0.11172204
-0.11063025
-0.11063025
-0.11063025
-0.11063025
-0.11063025
-0.11063025
-0.11063025
-0.10612452
-0.10612452
-0.10612452
-0.10598930
-0.10266119
-0.10266119
-0.10171343
-0.10039178
-0.10039178
-0.10039178
-0.10039178
-0.10039178
-0.09815545
-0.09815545
-0.09815545
-0.09611591
-0.09611591
-0.09611591
-0.09611591
-0.09511631
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09465904
-0.09242271
-0.09242271
-0.09242271
-0.09242271
-0.09242271
-0.09242271
-0.09038317
-0.09038317
-0.09038317
-0.09038317
-0.09038317
-0.09018639
-0.09018639
-0.09018639
-0.09018639
-0.09018639
-0.09018639
-0.08909299
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08814684
-0.08714724
-0.08714724
-0.08610730
-0.08610730
-0.08610730
-0.08610730
-0.08610730
-0.08610730
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08510770
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08410810
-0.08182236
-0.08182236
-0.08112393
-0.07978282
-0.07978282
-0.07908439
-0.07878322
-0.07878322
-0.07878322
-0.07878322
-0.07878322
-0.07878322
-0.07878322
-0.07878322
-0.07808479
-0.07808479
-0.07808479
-0.07808479
-0.07753514
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07345833
-0.07341110
-0.07275990
-0.07275990
-0.07275990
-0.07275990
-0.07275990
-0.07275990
-0.07275990
-0.07275990
-0.07221026
-0.07221026
-0.07221026
-0.07221026
-0.07221026
-0.07221026
-0.07221026
-0.07221026
-0.07206147
-0.07206147
-0.07206147
-0.07206147
-0.07206147
-0.07206147
-0.07206147
-0.07206147
