bootstrap_estimate
12.82885319
12.83026873
12.83106804
12.83106804
12.83907025
12.83907025
12.84087178
12.84087178
12.84418353
12.84853224
12.86118826
12.86118826
12.86118826
12.86884052
12.86917861
12.86917861
12.86917861
12.86917861
12.87582202
12.87586259
12.87612917
12.87861267
12.88246542
12.88246542
12.88246542
12.88254657
12.88254657
12.88254657
12.88254657
12.88254657
12.88254657
12.88254657
12.88277258
12.88281315
12.88281315
12.88281315
12.88281315
12.88307973
12.88307973
12.88328646
12.88349319
12.88349319
12.88529665
12.88529665
12.88556323
12.88576996
12.88576996
12.88576996
12.88576996
12.88576996
12.88576996
12.88576996
12.88576996
12.88773971
12.88804673
12.88804673
12.88804673
12.89022321
12.89022321
12.89134456
12.89134456
12.89134456
12.89239969
12.89239969
12.89239969
12.89289283
12.89352104
12.89352104
12.89404526
12.89404526
12.89464240
12.89464240
12.89464240
12.89464240
12.89506932
12.89506932
12.89506932
12.89619067
12.89619067
12.89619067
12.89619067
12.89619067
12.89619067
12.89619067
12.89715697
12.89715697
12.89773894
12.89773894
12.89773894
12.89773894
12.89870525
12.89870525
12.89870525
12.89870525
12.89870525
12.89870525
12.89870525
12.89961987
12.89967155
12.89967155
12.89967155
12.89967155
12.89967155
12.90102320
12.90116814
12.90116814
12.90116814
12.90213444
12.90213444
12.90213444
12.90213444
12.90213444
12.90213444
12.90214455
12.90459733
12.90459733
12.90459733
12.90459733
12.90459733
12.90465912
12.90465912
12.90465912
12.90465912
12.90465912
12.90501535
12.90547065
12.90712202
12.90712202
12.90712202
12.90712202
12.90712202
12.90712202
12.90712202
12.90793354
12.90793354
12.90793354
12.90793354
12.90793354
12.90905800
12.90964670
12.90964670
12.90964670
12.90964670
12.91045822
12.91045822
12.91045822
12.91045822
12.91045822
12.91045822
12.91045822
12.91045822
12.91111417
12.91111417
12.91126975
12.91126975
12.91126975
12.91126975
12.91126975
12.91126975
12.91126975
12.91126975
12.91126975
12.91363885
12.91363885
12.91363885
12.91404558
12.91445037
12.91445037
12.91445037
12.91445037
12.91445037
12.91445037
12.91485710
12.91485710
12.91485710
12.91485710
12.91587559
12.91587559
12.91587559
12.91587559
12.91763100
12.91763100
12.91763100
12.91763100
12.91763100
12.91763100
12.91763100
12.91763100
12.91763100
12.91803773
12.91803773
12.91803773
12.91803773
12.91803773
12.91803773
12.91803773
12.91803773
12.91844446
12.91844446
12.91844446
12.91844446
12.91844446
12.91844446
12.91844446
12.91844446
12.91905622
12.91905622
12.91905622
12.91912942
12.91946295
12.91946295
12.91946295
12.91946295
12.91946295
12.91946295
12.91946295
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92048144
12.92231004
12.92271677
12.92271677
